Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Secretion system	Autotransporter (Type V)	eae	VFG000739, VFG000803
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pefC	VFG000434
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cseA	VFG001437
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpP	VFG000757
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lpfD	VFG000453
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hifC	VFG001146
Offensive virulence factors	Secretion system	Autotransporter (Type V)	etpB	VFG042382
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fdeC	VFG045349
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw2B	VFG001155
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilO	VFG002311, VFG002433, VFG001220
Offensive virulence factors	Secretion system	Autotransporter (Type V)	iga	VFG000261
Offensive virulence factors	Secretion system	Autotransporter (Type V)	icsP/sopA	VFG001017
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hsf	VFG001157
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cssA	VFG001432
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaA	VFG033381, VFG001446
Offensive virulence factors	Secretion system	Autotransporter (Type V)	adr2	VFG040625
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgG	VFG000462
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sigA	VFG000630
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilU	VFG001224, VFG002316
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaB	VFG012329, VFG033379
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pla	VFG000417
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yagZ/ecpA	VFG002414
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimH	VFG000447, VFG000879
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yagY/ecpB	VFG002412
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaH	VFG012343, VFG033393
Offensive virulence factors	Secretion system	Autotransporter (Type V)	badA/vomp/brp	VFG002271, VFG002273, VFG002272
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpK	VFG000761
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cswA	VFG001434
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgB	VFG000457
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fim2	VFG000003
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilA	VFG005299, VFG002425, VFG000111
Offensive virulence factors	Secretion system	Autotransporter (Type V)	psaA	VFG000351
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpC	VFG000752
Offensive virulence factors	Secretion system	Autotransporter (Type V)	psaB	VFG000352
Offensive virulence factors	Secretion system	Autotransporter (Type V)	rickA	VFG040815
Offensive virulence factors	Secretion system	Autotransporter (Type V)	efa1	VFG001534
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fim3	VFG000004
Offensive virulence factors	Secretion system	Autotransporter (Type V)	etpA	VFG034541
Offensive virulence factors	Secretion system	Autotransporter (Type V)	paa	VFG033067, VFG000839
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pet	VFG000862
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpG	VFG000750
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilQ	VFG002313, VFG002432, VFG001218
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yapK	VFG045342
Offensive virulence factors	Secretion system	Autotransporter (Type V)	boaA	VFG002436
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpE	VFG000755
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hifE	VFG001148
Offensive virulence factors	Secretion system	Autotransporter (Type V)	astA	VFG000863
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpD	VFG000754
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimA	VFG000006, VFG000443, VFG038409, VFG000873
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lpfE	VFG000452
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimW	VFG000451
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cooA	VFG001429
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilD	VFG001882, VFG002428, VFG000234, VFG001869
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sat	VFG000902
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ratB	VFG002306
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimY	VFG000450
Offensive virulence factors	Secretion system	Autotransporter (Type V)	espC	VFG000772, VFG002386
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bimA	VFG002424
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilB	VFG001880, VFG002426, VFG005297, VFG000112
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimC	VFG000445, VFG038413, VFG000875, VFG000008
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaS	VFG012341, VFG033391
Offensive virulence factors	Secretion system	Type VI secretion system 	bopC	VFG002473
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaM	VFG002465
Offensive virulence factors	Secretion system	Type VI secretion system 	vscT2	VFG007188
Offensive virulence factors	Secretion system	Type VI secretion system 	exeA	VFG038261
Offensive virulence factors	Secretion system	Type VI secretion system 	tagC-5	VFG002484
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaO	VFG002463
Offensive virulence factors	Secretion system	Type VI secretion system 	tssK-5	VFG002487
Offensive virulence factors	Secretion system	Type VI secretion system 	vgrG2	VFG038372
Offensive virulence factors	Secretion system	Type VI secretion system 	vscQ	VFG007161
Offensive virulence factors	Secretion system	Type VI secretion system 	acrR	VFG038341
Offensive virulence factors	Secretion system	Type VI secretion system 	exsC	VFG038335
Offensive virulence factors	Secretion system	Type VI secretion system 	vscL	VFG007166
Offensive virulence factors	Secretion system	Type VI secretion system 	acr1	VFG038346
Offensive virulence factors	Secretion system	Type VI secretion system 	acr2	VFG038345
Offensive virulence factors	Secretion system	Type VI secretion system 	ascX	VFG038344
Offensive virulence factors	Secretion system	Type VI secretion system 	ascE	VFG038327
Offensive virulence factors	Secretion system	Type VI secretion system 	tssJ-5	VFG002486
Offensive virulence factors	Secretion system	Type VI secretion system 	exeH	VFG038289
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaS	VFG002459
Offensive virulence factors	Secretion system	Type VI secretion system 	acrH	VFG038338
Offensive virulence factors	Secretion system	Type VI secretion system 	vcrD	VFG007152
Offensive virulence factors	Secretion system	Type VI secretion system 	ascP	VFG038350
Offensive virulence factors	Secretion system	Type VI secretion system 	exeF	VFG038281
Offensive virulence factors	Secretion system	Type VI secretion system 	vopQ	VFG007182
Offensive virulence factors	Secretion system	Type VI secretion system 	vscO	VFG007159
Offensive virulence factors	Secretion system	Type VI secretion system 	vcrH	VFG007148
Offensive virulence factors	Secretion system	Type VI secretion system 	aopX	VFG038356
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaP	VFG002462
Offensive virulence factors	Secretion system	Type VI secretion system 	exeL	VFG038305
Offensive virulence factors	Secretion system	Type VI secretion system 	aopH	VFG038359
Offensive virulence factors	Secretion system	Type VI secretion system 	vopZ	VFG044465
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1331	VFG007184
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaN	VFG002464
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaR	VFG002460
Offensive virulence factors	Secretion system	Type VI secretion system 	vopN	VFG007157
Offensive virulence factors	Secretion system	Type VI secretion system 	exeE	VFG038277
Offensive virulence factors	Secretion system	Type VI secretion system 	xcpT	VFG000180
Offensive virulence factors	Secretion system	Type VI secretion system 	bprQ	VFG002472
Offensive virulence factors	Secretion system	Type VI secretion system 	exeC	VFG038269
Offensive virulence factors	Secretion system	Type VI secretion system 	bapB	VFG002445
Offensive virulence factors	Secretion system	Type VI secretion system 	aopD	VFG038336
Offensive virulence factors	Secretion system	Type VI secretion system 	vscH	VFG007170
Offensive virulence factors	Secretion system	Type VI secretion system 	ascK	VFG038321
Offensive virulence factors	Secretion system	Type VI secretion system 	orgB	VFG002470
Offensive virulence factors	Secretion system	Type VI secretion system 	tssC-5	VFG002475
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1353	VFG041910
Offensive virulence factors	Secretion system	Type VI secretion system 	vcrV	VFG007149
Offensive virulence factors	Secretion system	Type VI secretion system 	vecA	VFG041912
Offensive virulence factors	Secretion system	Type VI secretion system 	vscR2	VFG007189
Offensive virulence factors	Secretion system	Type VI secretion system 	vopR	VFG007181
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaU	VFG002457
Offensive virulence factors	Secretion system	Type VI secretion system 	exsD	VFG007176, VFG038331
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1350	VFG044468
Offensive virulence factors	Secretion system	Type VI secretion system 	vscJ2	VFG007194
Offensive virulence factors	Secretion system	Type VI secretion system 	vscU	VFG007165
Offensive virulence factors	Secretion system	Type VI secretion system 	vopD2	VFG041908
Offensive virulence factors	Secretion system	Type VI secretion system 	vscQ2	VFG018679
Offensive virulence factors	Secretion system	Type VI secretion system 	vscJ	VFG007168
Offensive virulence factors	Secretion system	Type VI secretion system 	bapC	VFG046121, VFG002444
Offensive virulence factors	Secretion system	Type VI secretion system 	ascQ	VFG038351
Offensive virulence factors	Secretion system	Type VI secretion system 	tagB-5	VFG002483
Offensive virulence factors	Secretion system	Type VI secretion system 	tagAB-5	VFG002482
Offensive virulence factors	Secretion system	Type VI secretion system 	hcp1	VFG038366
Offensive virulence factors	Secretion system	Type VI secretion system 	exeD	VFG038273
Offensive virulence factors	Secretion system	Type VI secretion system 	vopT	VFG018680
Offensive virulence factors	Secretion system	Type VI secretion system 	vscU2	VFG007191
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1363	VFG041906
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1365	VFG041907
Offensive virulence factors	Secretion system	Type VI secretion system 	exeN	VFG038313
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1351	VFG044469
Offensive virulence factors	Secretion system	Type VI secretion system 	vtrB	VFG041909
Offensive virulence factors	Secretion system	Type VI secretion system 	bsaK	VFG002467
Offensive virulence factors	Secretion system	Type VI secretion system 	bopA	VFG002442
Offensive virulence factors	Secretion system	Type VI secretion system 	xcpU	VFG000179
Offensive virulence factors	Secretion system	Type VI secretion system 	vopA/vopP	VFG007190
Offensive virulence factors	Secretion system	Type VI secretion system 	ascS	VFG038353
Offensive virulence factors	Secretion system	Type VI secretion system 	sycX	VFG038357
Offensive virulence factors	Secretion system	Type VI secretion system 	sycH	VFG038358
Offensive virulence factors	Secretion system	Type VI secretion system 	tssG-5	VFG002479
Offensive virulence factors	Secretion system	Type VI secretion system 	VPA1340	VFG044467
Offensive virulence factors	Secretion system	Type VI secretion system 	ati2	VFG038360
