Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Invasion	-	iap/cwhA	VFG000070
Offensive virulence factors	Invasion	-	bsaU	VFG002457
Offensive virulence factors	Invasion	-	lepA	VFG042967, VFG002098
Offensive virulence factors	Invasion	-	Cjp54	VFG001982
Offensive virulence factors	Invasion	-	draD	VFG000945
Offensive virulence factors	Invasion	-	psaC	VFG000353
Offensive virulence factors	Invasion	-	papF	VFG000900, VFG000889
Offensive virulence factors	Invasion	-	pilL	VFG002308
Offensive virulence factors	Invasion	-	fimD	VFG000009, VFG038417, VFG000446, VFG000876
Offensive virulence factors	Invasion	-	bca	VFG001331
Offensive virulence factors	Invasion	-	flgN	VFG002505, VFG002354
Offensive virulence factors	Invasion	-	cheY1	VFG002532
Offensive virulence factors	Invasion	-	bapC	VFG046121, VFG002444
Offensive virulence factors	Invasion	-	focD	VFG000912
Offensive virulence factors	Invasion	-	yapJ	VFG045343
Offensive virulence factors	Invasion	-	sca4	VFG040665
Offensive virulence factors	Invasion	-	emm	VFG000950, VFG000955, VFG000968
Offensive virulence factors	Invasion	-	fliL	VFG002490, VFG002334, VFG001925
Offensive virulence factors	Invasion	-	gspK	VFG002054
Offensive virulence factors	Invasion	-	pilP	VFG002312, VFG001219
Offensive virulence factors	Invasion	-	tagB-5	VFG002483
Offensive virulence factors	Invasion	-	tagAB-5	VFG002482
Offensive virulence factors	Invasion	-	yadA	VFG000371
Offensive virulence factors	Invasion	-	fimE	VFG000872, VFG038421
Offensive virulence factors	Invasion	-	draB	VFG000943
Offensive virulence factors	Invasion	-	sfaG	VFG033389, VFG012339
Offensive virulence factors	Invasion	-	sfaD	VFG012333, VFG033383
Offensive virulence factors	Invasion	-	flgG	VFG001913, VFG002513, VFG002346, VFG001240
Offensive virulence factors	Invasion	-	kpsT	VFG001974, VFG001449
Offensive virulence factors	Invasion	-	pilV	VFG002317, VFG002429, VFG001207
Offensive virulence factors	Invasion	-	fliK	VFG002333, VFG002497
Offensive virulence factors	Invasion	-	bsaK	VFG002467
Offensive virulence factors	Invasion	-	focH	VFG000915
Offensive virulence factors	Invasion	-	draA	VFG000942
Offensive virulence factors	Invasion	-	gspF	VFG002049
Offensive virulence factors	Invasion	-	ska	VFG000975
Offensive virulence factors	Invasion	-	bopA	VFG002442
Offensive virulence factors	Invasion	-	cheZ	VFG002524
Offensive virulence factors	Invasion	-	aslA	VFG001444
Offensive virulence factors	Invasion	-	sfaC	VFG033377, VFG012327
Offensive virulence factors	Invasion	-	pilS	VFG001213, VFG002430, VFG000226, VFG000228, VFG000227, VFG000229, VFG000225, VFG000223, VFG000224, VFG002315, VFG000222
Offensive virulence factors	Invasion	-	tssG-5	VFG002479
Offensive virulence factors	Invasion	-	flgC	VFG001906, VFG002350, VFG001236, VFG002509
Offensive virulence factors	Invasion	-	flgI	VFG001242, VFG002344, VFG001926, VFG002515
Offensive virulence factors	Invasion	-	virB4	VFG001981, VFG002211, VFG002233
Offensive virulence factors	Invasion	-	sfaF	VFG012337, VFG033387
Offensive virulence factors	Invasion	-	fimF	VFG038425, VFG000877, VFG000448
Offensive virulence factors	Invasion	-	hasB	VFG000963
Offensive virulence factors	Invasion	-	fliA	VFG002319, VFG002519, VFG001894
Offensive virulence factors	Invasion	-	papH	VFG000894, VFG000883
Offensive virulence factors	Invasion	-	papI	VFG000891, VFG000880
Offensive virulence factors	Invasion	-	gspD	VFG002047
Offensive virulence factors	Invasion	-	fliC	VFG001246, VFG002322, VFG002321, VFG002323, VFG002535
Offensive virulence factors	Invasion	-	flhC	VFG002358
Offensive virulence factors	Invasion	-	gspC	VFG002046
Offensive virulence factors	Invasion	-	bprA	VFG002448
Offensive virulence factors	Invasion	-	basJ	VFG037218, VFG002468
Offensive virulence factors	Invasion	-	pilM	VFG001222, VFG002309
Offensive virulence factors	Invasion	-	gspM	VFG002056
Offensive virulence factors	Invasion	-	ail	VFG000354
Offensive virulence factors	Invasion	-	ibeC	VFG001440
Offensive virulence factors	Invasion	-	draE	VFG000947, VFG001428
Offensive virulence factors	Invasion	-	flaB	VFG001923
Offensive virulence factors	Invasion	-	pilN	VFG001221, VFG002434, VFG002310
Offensive virulence factors	Invasion	-	flhD	VFG002359
Offensive virulence factors	Invasion	-	bicP	VFG002441
Offensive virulence factors	Invasion	-	lpeA	VFG002157
Offensive virulence factors	Invasion	-	fliY	VFG001892
Offensive virulence factors	Invasion	-	flhG	VFG002520
Offensive virulence factors	Invasion	-	sfaY	VFG042389
Offensive virulence factors	Invasion	-	tssF-5	VFG002478
Offensive virulence factors	Invasion	-	fliM	VFG002335, VFG001893, VFG001256, VFG002491
Offensive virulence factors	Invasion	-	gspG	VFG002050
Offensive virulence factors	Invasion	-	focG	VFG000914
Offensive virulence factors	Invasion	-	pilO	VFG002311, VFG002433, VFG001220
Offensive virulence factors	Invasion	-	spaP	VFG005361, VFG002455
Offensive virulence factors	Invasion	-	bipB	VFG002450
Offensive virulence factors	Invasion	-	bapA	VFG002446
Offensive virulence factors	Invasion	-	fliJ	VFG001255, VFG002498, VFG002332
Offensive virulence factors	Invasion	-	tssL-5	VFG002488
Offensive virulence factors	Invasion	-	motB	VFG002533, VFG001901
Offensive virulence factors	Invasion	-	papB	VFG000881, VFG000892
Offensive virulence factors	Invasion	-	sfaA	VFG033381, VFG001446
Offensive virulence factors	Invasion	-	tssE-5	VFG002477
Offensive virulence factors	Invasion	-	ibeB	VFG001441
Offensive virulence factors	Invasion	-	adr2	VFG040625
Offensive virulence factors	Invasion	-	hasC	VFG000964
Offensive virulence factors	Invasion	-	pseH	VFG001920
Offensive virulence factors	Invasion	-	bsaY	VFG002453
Offensive virulence factors	Invasion	-	papJ	VFG000886, VFG000897
Offensive virulence factors	Invasion	-	bopE	VFG002443
Offensive virulence factors	Invasion	-	pilU	VFG001224, VFG002316
Offensive virulence factors	Invasion	-	bsaQ	VFG002461
Offensive virulence factors	Invasion	-	bsaL	VFG002466
Offensive virulence factors	Invasion	-	sfaB	VFG012329, VFG033379
Offensive virulence factors	Invasion	-	pla	VFG000417
Offensive virulence factors	Invasion	-	fimH	VFG000447, VFG000879
Offensive virulence factors	Invasion	-	vip	VFG006768
Offensive virulence factors	Invasion	-	bsaZ	VFG002452
Offensive virulence factors	Invasion	-	sic	VFG000972
Offensive virulence factors	Invasion	-	sfaH	VFG012343, VFG033393
Offensive virulence factors	Invasion	-	bsaX	VFG002454
Offensive virulence factors	Invasion	-	bprD	VFG002439
Offensive virulence factors	Invasion	-	tssB-5	VFG002474
Offensive virulence factors	Invasion	-	virB9	VFG002238, VFG001977, VFG002216
Offensive virulence factors	Invasion	-	focC	VFG000911
Offensive virulence factors	Invasion	-	gspL	VFG002055
Offensive virulence factors	Invasion	-	fbp54	VFG000959
Offensive virulence factors	Invasion	-	flhE	VFG002355
Offensive virulence factors	Invasion	-	orgA	VFG002469
Offensive virulence factors	Invasion	-	kpsM	VFG001450, VFG001975
Offensive virulence factors	Invasion	-	psaA	VFG000351
Offensive virulence factors	Invasion	-	cpa	VFG000949, VFG005233
Offensive virulence factors	Invasion	-	flaD	VFG001917
Offensive virulence factors	Invasion	-	inlA	VFG000075
Offensive virulence factors	Invasion	-	aipA	VFG039088
Offensive virulence factors	Invasion	-	cheW	VFG002530
Offensive virulence factors	Invasion	-	inlB	VFG000076
Offensive virulence factors	Invasion	-	asp14	VFG039084
Offensive virulence factors	Invasion	-	flgM	VFG002506, VFG002353
Offensive virulence factors	Invasion	-	fliT	VFG002326
Offensive virulence factors	Invasion	-	bsaV	VFG002456
Offensive virulence factors	Invasion	-	cheY	VFG002525
Offensive virulence factors	Invasion	-	flgE	VFG001891, VFG002511, VFG001238, VFG002348, VFG001930
Offensive virulence factors	Invasion	-	psaB	VFG000352
Offensive virulence factors	Invasion	-	tssD-5	VFG002476
Offensive virulence factors	Invasion	-	flhB	VFG002357, VFG002523, VFG001900, VFG001262
Offensive virulence factors	Invasion	-	fliZ	VFG002318
Offensive virulence factors	Invasion	-	papA	VFG000893, VFG000882
Offensive virulence factors	Invasion	-	ptmB	VFG001921
Offensive virulence factors	Invasion	-	tssM-5	VFG002489
Offensive virulence factors	Invasion	-	papD	VFG000885, VFG000896
Offensive virulence factors	Invasion	-	tagD-5	VFG002485
Offensive virulence factors	Invasion	-	bprC	VFG002438
Offensive virulence factors	Invasion	-	gspJ	VFG002053
Offensive virulence factors	Invasion	-	draP	VFG000946
Offensive virulence factors	Invasion	-	bipC	VFG002449
Offensive virulence factors	Invasion	-	fliN	VFG002336, VFG001257, VFG002492, VFG001903
Offensive virulence factors	Invasion	-	aut	VFG002159
Offensive virulence factors	Invasion	-	fbaB	VFG000948
Offensive virulence factors	Invasion	-	draC	VFG000944
Offensive virulence factors	Invasion	-	pilQ	VFG002313, VFG002432, VFG001218
Offensive virulence factors	Invasion	-	virB8	VFG002215, VFG001976, VFG002237
Offensive virulence factors	Invasion	-	fliO	VFG002493, VFG002337, VFG001258
Offensive virulence factors	Invasion	-	fliF	VFG002502, VFG001897, VFG002328, VFG001251
Offensive virulence factors	Invasion	-	fctB	VFG042970
Offensive virulence factors	Invasion	-	ciaC	VFG045341
Offensive virulence factors	Invasion	-	fliD	VFG001909, VFG001247, VFG002324, VFG002536
Offensive virulence factors	Invasion	-	yapK	VFG045342
Offensive virulence factors	Invasion	-	focA	VFG000909
Offensive virulence factors	Invasion	-	bsaT	VFG002458
Offensive virulence factors	Invasion	-	bicA	VFG002451
Offensive virulence factors	Invasion	-	srtC1	VFG042969
Offensive virulence factors	Invasion	-	cheD	VFG002527
Offensive virulence factors	Invasion	-	pflA	VFG001928
Offensive virulence factors	Invasion	-	fliP	VFG001259, VFG002494, VFG002338, VFG001915
Offensive virulence factors	Invasion	-	fimA	VFG000006, VFG000443, VFG038409, VFG000873
Offensive virulence factors	Invasion	-	opa	VFG000236, VFG000238, VFG000237, VFG000239
Offensive virulence factors	Invasion	-	fliG	VFG002501, VFG001898, VFG001252, VFG002329
Offensive virulence factors	Invasion	-	papG	VFG000890, VFG000901
Offensive virulence factors	Invasion	-	tsr	VFG002529
Offensive virulence factors	Invasion	-	gspH	VFG002051
Offensive virulence factors	Invasion	-	flgB	VFG001907, VFG002508, VFG002351
Offensive virulence factors	Invasion	-	flgH	VFG002514, VFG001241, VFG002345, VFG001911
Offensive virulence factors	Invasion	-	bipD	VFG002447
Offensive virulence factors	Invasion	-	flgJ	VFG001243, VFG002516, VFG002343
Offensive virulence factors	Invasion	-	sak	VFG001328
Offensive virulence factors	Invasion	-	papC	VFG000884, VFG000895
Offensive virulence factors	Invasion	-	tssH-5/clpV	VFG002480
Offensive virulence factors	Invasion	-	pseG	VFG001919
Offensive virulence factors	Invasion	-	ptmA	VFG001922
Offensive virulence factors	Invasion	-	fliE	VFG002503, VFG001905, VFG001250, VFG002327
Offensive virulence factors	Invasion	-	flgL	VFG002341, VFG001245, VFG002518
Offensive virulence factors	Invasion	-	fliR	VFG002340, VFG001918, VFG001261, VFG002496
Offensive virulence factors	Invasion	-	fliH	VFG002500, VFG002330, VFG001253, VFG001899
Offensive virulence factors	Invasion	-	tssI-5	VFG002481
Offensive virulence factors	Invasion	-	bprP	VFG002471
Offensive virulence factors	Invasion	-	gtcA	VFG032845
Offensive virulence factors	Invasion	-	bprB	VFG002440
Offensive virulence factors	Invasion	-	virB11	VFG000285, VFG002218, VFG002240, VFG039032, VFG001979
Offensive virulence factors	Invasion	-	kpsD	VFG001448, VFG001972
Offensive virulence factors	Invasion	-	gspI	VFG002052
Offensive virulence factors	Invasion	-	fimC	VFG000445, VFG038413, VFG000875, VFG000008
Offensive virulence factors	Invasion	-	sfaS	VFG012341, VFG033391
Offensive virulence factors	Toxin	Toxin: membrane-acting	spec	VFG000978
Offensive virulence factors	Toxin	Toxin: membrane-acting	spej	VFG000980
Offensive virulence factors	Toxin	Toxin: membrane-acting	eltB	VFG002038
Offensive virulence factors	Toxin	Toxin: membrane-acting	yaxB	VFG045348
Offensive virulence factors	Toxin	Toxin: membrane-acting	sec3	VFG001805
Offensive virulence factors	Toxin	Toxin: membrane-acting	cdtB	VFG001933, VFG002299, VFG020318, VFG043733
Offensive virulence factors	Toxin	Toxin: membrane-acting	sed	VFG001807
Offensive virulence factors	Toxin	Toxin: membrane-acting	hld	VFG001292
Offensive virulence factors	Toxin	Toxin: membrane-acting	slo	VFG000976
Offensive virulence factors	Toxin	Toxin: membrane-acting	cnf	VFG019014
Offensive virulence factors	Toxin	Toxin: membrane-acting	estIa	VFG002039
Offensive virulence factors	Toxin	Toxin: membrane-acting	pic	VFG000903, VFG000861, VFG000635
Offensive virulence factors	Toxin	Toxin: membrane-acting	ssa	VFG000954
Offensive virulence factors	Toxin	Toxin: membrane-acting	pet	VFG000862
Offensive virulence factors	Toxin	Toxin: membrane-acting	hlgB	VFG001275
Offensive virulence factors	Toxin	Toxin: membrane-acting	yaxA	VFG045347
Offensive virulence factors	Toxin	Toxin: membrane-acting	cdtC	VFG043734, VFG001932
Offensive virulence factors	Toxin	Toxin: membrane-acting	lukF-PV	VFG001276
Offensive virulence factors	Toxin	Toxin: membrane-acting	hlb	VFG001798
Offensive virulence factors	Toxin	Toxin: membrane-acting	see	VFG001808
Offensive virulence factors	Toxin	Toxin: membrane-acting	etb	VFG001801
Offensive virulence factors	Toxin	Toxin: membrane-acting	hly/hla	VFG001293
Offensive virulence factors	Toxin	Toxin: membrane-acting	spei	VFG000952
Offensive virulence factors	Toxin	Toxin: membrane-acting	lukS-PV	VFG001277
Offensive virulence factors	Toxin	Toxin: membrane-acting	ystB	VFG002156
Offensive virulence factors	Toxin	Toxin: membrane-acting	astA	VFG000863
Offensive virulence factors	Toxin	Toxin: membrane-acting	seh	VFG001803
Offensive virulence factors	Toxin	Toxin: membrane-acting	set1B	VFG000860, VFG000636
Offensive virulence factors	Toxin	Toxin: membrane-acting	speg	VFG000979
Offensive virulence factors	Toxin	Toxin: membrane-acting	spek	VFG000953
Offensive virulence factors	Toxin	Toxin: membrane-acting	ystA	VFG002155
Offensive virulence factors	Toxin	Toxin: membrane-acting	hlgA	VFG001273
Offensive virulence factors	Toxin	Toxin: membrane-acting	ymt	VFG000422
Offensive virulence factors	Toxin	Toxin: membrane-acting	spel	VFG000957
Offensive virulence factors	Toxin	Toxin: membrane-acting	eta	VFG001800
Offensive virulence factors	Toxin	Toxin: membrane-acting	hlgC	VFG001274
Offensive virulence factors	Toxin	Toxin: membrane-acting	cdtA	VFG002298, VFG043732, VFG001934
Offensive virulence factors	Toxin	Toxin: membrane-acting	spem	VFG000958
Offensive virulence factors	Toxin	Toxin: membrane-acting	selq	VFG001326
Offensive virulence factors	Toxin	Toxin: membrane-acting	sagA	VFG000977
Offensive virulence factors	Toxin	Toxin: membrane-acting	speh	VFG000982
Offensive virulence factors	Toxin	Toxin: membrane-acting	sec1	VFG001804
Offensive virulence factors	Toxin	Toxin: membrane-acting	set1A	VFG000637, VFG000859
Offensive virulence factors	Toxin	Toxin: membrane-acting	seb	VFG001802
Offensive virulence factors	Toxin	Toxin: membrane-acting	east1	VFG045328
Offensive virulence factors	Toxin	Toxin: membrane-acting	eltA	VFG002037
Offensive virulence factors	Toxin	Toxin: membrane-acting	sea	VFG001325
Offensive virulence factors	Toxin	Toxin: membrane-acting	selk	VFG001327
Offensive virulence factors	Toxin	Toxin: membrane-acting	tsst-1	VFG001809
Offensive virulence factors	Toxin	Toxin: membrane-acting	spea	VFG000951
Offensive virulence factors	Toxin	Toxin: membrane-acting	smeZ	VFG000981
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	exoY	VFG000150
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spec	VFG000978
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	iap	VFG002292
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	tcnA	VFG002300
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlyB	VFG000841, VFG000907
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spej	VFG000980
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlyC	VFG000905, VFG000842
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlyA	VFG000906, VFG000840, VFG007038
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	smcL	VFG000674
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cpb	VFG002290
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cpe	VFG002286
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	stx2A	VFG000837
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plcH	VFG000157
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	tetX	VFG002289
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	sec3	VFG001805
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cdtB	VFG001933, VFG002299, VFG020318, VFG043733
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plcA	VFG001402, VFG000073
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hld	VFG001292
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	sed	VFG001807
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	stx1B	VFG000836
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	exoT	VFG000148
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	slo	VFG000976
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cfa/cfb	VFG001333
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	toxA	VFG002287, VFG000115
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plcD	VFG001394
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	ssa	VFG000954
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlgB	VFG001275
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	exoU	VFG000149
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	stx1A	VFG000835
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plc	VFG002274
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlb	VFG001798
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hly/hla	VFG001293
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	etb	VFG001801
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	mpl	VFG000071
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	lukF-PV	VFG001276
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cnf1	VFG001447, VFG012493
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	lukS-PV	VFG001277
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	see	VFG001808
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spei	VFG000952
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	seh	VFG001803
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	C2I	VFG002294
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	speg	VFG000979
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spek	VFG000953
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlgA	VFG001273
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	stx2B	VFG000838
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spel	VFG000957
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	ACA60977	VFG044024
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	eta	VFG001800
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	exoS	VFG000147
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlgC	VFG001274
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cdtA	VFG002298, VFG043732, VFG001934
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	C2II	VFG002295
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	ibp	VFG044021, VFG002293
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spem	VFG000958
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	selq	VFG001326
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	sagA	VFG000977
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	speh	VFG000982
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cylE	VFG001332
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	C3	VFG002296
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plcC	VFG001400
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	sec1	VFG001804
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	pfoA	VFG002275
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	hlyD	VFG000908, VFG000843
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	seb	VFG001802
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	sea	VFG001325
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	bont/a	VFG002297
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	selk	VFG001327
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	plcB	VFG000069, VFG001401
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	rtxA	VFG010850, VFG000983
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	tsst-1	VFG001809
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	spea	VFG000951
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	ext	VFG002291
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	cpb2	VFG012122
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	toxB	VFG000845, VFG002288
Offensive virulence factors	Toxin	Toxin: membrane-damaging 	smeZ	VFG000981
Offensive virulence factors	Toxin	Toxin: intracellular toxin	exoY	VFG000150
Offensive virulence factors	Toxin	Toxin: intracellular toxin	iap	VFG002292
Offensive virulence factors	Toxin	Toxin: intracellular toxin	tcnA	VFG002300
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ext	VFG002291
Offensive virulence factors	Toxin	Toxin: intracellular toxin	hlyB	VFG000841, VFG000907
Offensive virulence factors	Toxin	Toxin: intracellular toxin	eltB	VFG002038
Offensive virulence factors	Toxin	Toxin: intracellular toxin	hlyC	VFG000905, VFG000842
Offensive virulence factors	Toxin	Toxin: intracellular toxin	stxB	VFG001829
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlA	VFG000016
Offensive virulence factors	Toxin	Toxin: intracellular toxin	hlyA	VFG000906, VFG000840, VFG007038
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ctxA	VFG000107
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ctxB	VFG000108
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cpb	VFG002290
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cpe	VFG002286
Offensive virulence factors	Toxin	Toxin: intracellular toxin	plcH	VFG000157
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ace	VFG002166, VFG000110
Offensive virulence factors	Toxin	Toxin: intracellular toxin	yaxB	VFG045348
Offensive virulence factors	Toxin	Toxin: intracellular toxin	tetX	VFG002289
Offensive virulence factors	Toxin	Toxin: intracellular toxin	stxA	VFG001828
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cyaE	VFG001271
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cyaD	VFG001270
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cyaC	VFG000158
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cdtB	VFG001933, VFG002299, VFG020318, VFG043733
Offensive virulence factors	Toxin	Toxin: intracellular toxin	spvD	VFG000437
Offensive virulence factors	Toxin	Toxin: intracellular toxin	exoT	VFG000148
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cnf	VFG019014
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cyaA	VFG000025
Offensive virulence factors	Toxin	Toxin: intracellular toxin	estIa	VFG002039
Offensive virulence factors	Toxin	Toxin: intracellular toxin	pic	VFG000903, VFG000861, VFG000635
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlE	VFG000021
Offensive virulence factors	Toxin	Toxin: intracellular toxin	toxA	VFG002287, VFG000115
Offensive virulence factors	Toxin	Toxin: intracellular toxin	tdh	VFG007031
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlD	VFG000019
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlF	VFG000022
Offensive virulence factors	Toxin	Toxin: intracellular toxin	pet	VFG000862
Offensive virulence factors	Toxin	Toxin: intracellular toxin	yaxA	VFG045347
Offensive virulence factors	Toxin	Toxin: intracellular toxin	exoU	VFG000149
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptxC	VFG000015
Offensive virulence factors	Toxin	Toxin: intracellular toxin	trhX	VFG044044
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cdtC	VFG043734, VFG001932
Offensive virulence factors	Toxin	Toxin: intracellular toxin	plc	VFG002274
Offensive virulence factors	Toxin	Toxin: intracellular toxin	dnt	VFG000026
Offensive virulence factors	Toxin	Toxin: intracellular toxin	spvC	VFG000438
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cnf1	VFG001447, VFG012493
Offensive virulence factors	Toxin	Toxin: intracellular toxin	tox	VFG002198
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cyaB	VFG001269
Offensive virulence factors	Toxin	Toxin: intracellular toxin	astA	VFG000863
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlB	VFG000017
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ystB	VFG002156
Offensive virulence factors	Toxin	Toxin: intracellular toxin	C2I	VFG002294
Offensive virulence factors	Toxin	Toxin: intracellular toxin	set1B	VFG000860, VFG000636
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlG	VFG000023
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ystA	VFG002155
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptxB	VFG000012
Offensive virulence factors	Toxin	Toxin: intracellular toxin	spvR	VFG000441
Offensive virulence factors	Toxin	Toxin: intracellular toxin	spvB	VFG000439
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ymt	VFG000422
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlH	VFG000024
Offensive virulence factors	Toxin	Toxin: intracellular toxin	senB	VFG001827
Offensive virulence factors	Toxin	Toxin: intracellular toxin	exoS	VFG000147
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cdtA	VFG002298, VFG043732, VFG001934
Offensive virulence factors	Toxin	Toxin: intracellular toxin	C2II	VFG002295
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ibp	VFG044021, VFG002293
Offensive virulence factors	Toxin	Toxin: intracellular toxin	zot	VFG000109
Offensive virulence factors	Toxin	Toxin: intracellular toxin	C3	VFG002296
Offensive virulence factors	Toxin	Toxin: intracellular toxin	spvA	VFG000440
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlI	VFG000020
Offensive virulence factors	Toxin	Toxin: intracellular toxin	pfoA	VFG002275
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptxE	VFG000014
Offensive virulence factors	Toxin	Toxin: intracellular toxin	hlyD	VFG000908, VFG000843
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptlC	VFG000018
Offensive virulence factors	Toxin	Toxin: intracellular toxin	set1A	VFG000637, VFG000859
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptxA	VFG000011
Offensive virulence factors	Toxin	Toxin: intracellular toxin	east1	VFG045328
Offensive virulence factors	Toxin	Toxin: intracellular toxin	eltA	VFG002037
Offensive virulence factors	Toxin	Toxin: intracellular toxin	bont/a	VFG002297
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ptxD	VFG000013
Offensive virulence factors	Toxin	Toxin: intracellular toxin	rtxA	VFG010850, VFG000983
